District,School,Grade,Year,Value
MORA,HOLMAN ELEMENTARY,C,2017-2018,3
MORA,LAZARO LARRY GARCIA,C,2017-2018,3
MORA,MORA ELEMENTARY,F,2017-2018,1
MORA,MORA HIGH,C,2017-2018,3
MORA ,HOLMAN ELEMENTARY,D,2012-2013,2
MORA ,LAZARO LARRY GARCIA,D,2012-2013,2
MORA ,MORA ELEMENTARY,D,2012-2013,2
MORA ,MORA HIGH,A,2012-2013,5
MORA ,HOLMAN ELEMENTARY,D,2013-2014,2
MORA ,LAZARO LARRY GARCIA,D,2013-2014,2
MORA ,MORA ELEMENTARY,D,2013-2014,2
MORA ,MORA HIGH,A,2013-2014,5
MORA ,HOLMAN ELEMENTARY,D,2014-2015,2
MORA ,LAZARO LARRY GARCIA,F,2014-2015,1
MORA ,MORA ELEMENTARY,C,2014-2015,3
MORA ,MORA HIGH,B,2014-2015,4
MORA ,HOLMAN ELEMENTARY,B,2015-2016,4
MORA ,LAZARO LARRY GARCIA,F,2015-2016,1
MORA ,MORA ELEMENTARY,D,2015-2016,2
MORA ,MORA HIGH,C,2015-2016,3
MORIARTY-EDGEWOOD,EDGEWOOD MIDDLE,B,2016-2017,4
MORIARTY-EDGEWOOD,MORIARTY ELEMENTARY,C,2016-2017,3
MORIARTY-EDGEWOOD,MORIARTY HIGH,C,2016-2017,3
MORIARTY-EDGEWOOD,MORIARTY MIDDLE,D,2016-2017,2
MORIARTY-EDGEWOOD,ROUTE 66 ELEMENTARY,C,2016-2017,3
MORIARTY-EDGEWOOD,SOUTH MOUNTAIN ELEMENTARY,A,2016-2017,5
MORIARTY-EDGEWOOD,EDGEWOOD MIDDLE,B,2017-2018,4
MORIARTY-EDGEWOOD,MORIARTY ELEMENTARY,F,2017-2018,1
MORIARTY-EDGEWOOD,MORIARTY HIGH,B,2017-2018,4
MORIARTY-EDGEWOOD,MORIARTY MIDDLE,F,2017-2018,1
MORIARTY-EDGEWOOD,ROUTE 66 ELEMENTARY,B,2017-2018,4
MORIARTY-EDGEWOOD,SOUTH MOUNTAIN ELEMENTARY,B,2017-2018,4
MORIARTY-EDGEWQOD,EDGEWOOD ELEMENTARY,B,2012-2013,4
MORIARTY-EDGEWQOD,EDGEWOOD MIDDLE,B,2012-2013,4
MORIARTY-EDGEWQOD,MORIARTY ELEMENTARY,C,2012-2013,3
MORIARTY-EDGEWQOD,MORIARTY HIGH,A,2012-2013,5
MORIARTY-EDGEWQOD,MORIARTY MIDDLE,C,2012-2013,3
MORIARTY-EDGEWQOD,MOUNTAINVIEW ELEMENTARY,D,2012-2013,2
MORIARTY-EDGEWQOD,ROUTE 66 ELEMENTARY,B,2012-2013,4
MORIARTY-EDGEWQOD,SOUTH MOUNTAIN ELEMENTARY,B,2012-2013,4
MORIARTY-EDGEWQOD,EDGEWOOD ELEMENTARY,D,2013-2014,2
MORIARTY-EDGEWQOD,EDGEWOOD MIDDLE,B,2013-2014,4
MORIARTY-EDGEWQOD,MORIARTY ELEMENTARY,D,2013-2014,2
MORIARTY-EDGEWQOD,MORIARTY HIGH,A,2013-2014,5
MORIARTY-EDGEWQOD,MORIARTY MIDDLE,D,2013-2014,2
MORIARTY-EDGEWQOD,MOUNTAINVIEW ELEMENTARY,D,2013-2014,2
MORIARTY-EDGEWQOD,ROUTE 66 ELEMENTARY,C,2013-2014,3
MORIARTY-EDGEWQOD,SOUTH MOUNTAIN ELEMENTARY,B,2013-2014,4
MORIARTY-EDGEWQOD,EDGEWOOD MIDDLE,B,2014-2015,4
MORIARTY-EDGEWQOD,MORIARTY ELEMENTARY,B,2014-2015,4
MORIARTY-EDGEWQOD,MORIARTY HIGH,C,2014-2015,3
MORIARTY-EDGEWQOD,MORIARTY MIDDLE,D,2014-2015,2
MORIARTY-EDGEWQOD,ROUTE 66 ELEMENTARY,C,2014-2015,3
MORIARTY-EDGEWQOD,SOUTH MOUNTAIN ELEMENTARY,B,2014-2015,4
MORIARTY-EDGEWQOD,EDGEWOOD MIDDLE,B,2015-2016,4
MORIARTY-EDGEWQOD,MORIARTY ELEMENTARY,D,2015-2016,2
MORIARTY-EDGEWQOD,MORIARTY HIGH,D,2015-2016,2
MORIARTY-EDGEWQOD,MORIARTY MIDDLE,D,2015-2016,2
MORIARTY-EDGEWQOD,ROUTE 66 ELEMENTARY,D,2015-2016,2
MORIARTY-EDGEWQOD,SOUTH MOUNTAIN ELEMENTARY,A,2015-2016,5
MOSQUERO,MOSQUERO ELEMENTARY,C,2016-2017,3
MOSQUERO,MOSQUERO HIGH,A,2016-2017,5
MOSQUERO,MOSQUERO ELEMENTARY,C,2017-2018,3
MOSQUERO,MOSQUERO HIGH,B,2017-2018,4
MOSQUERO ,MOSQUERO ELEMENTARY,C,2012-2013,3
MOSQUERO ,MOSQUERO HIGH,B,2012-2013,4
MOSQUERO ,MOSQUERO ELEMENTARY,D,2013-2014,2
MOSQUERO ,MOSQUERO HIGH,B,2013-2014,4
MOSQUERO ,MOSQUERO ELEMENTARY,C,2014-2015,3
MOSQUERO ,MOSQUERO HIGH,A,2014-2015,5
MOSQUERO ,MOSQUERO ELEMENTARY,C,2015-2016,3
MOSQUERO ,MOSQUERO HIGH,C,2015-2016,3
MOUNTAINAIR,MOUNTAINAIR ELEMENTARY,B,2016-2017,4
MOUNTAINAIR,MOUNTAINAIR HIGH,C,2016-2017,3
MOUNTAINAIR,MOUNTAINAIR JR HIGH,C,2016-2017,3
MOUNTAINAIR,MOUNTAINAIR ELEMENTARY,F,2017-2018,1
MOUNTAINAIR,MOUNTAINAIR HIGH,D,2017-2018,2
MOUNTAINAIR,MOUNTAINAIR JR HIGH,D,2017-2018,2
MOUNTAINAIR ,MOUNTAINAIR ELEMENTARY,D,2012-2013,2
MOUNTAINAIR ,MOUNTAINAIR HIGH,B,2012-2013,4
MOUNTAINAIR ,MOUNTAINAIR JR HIGH,D,2012-2013,2
MOUNTAINAIR ,MOUNTAINAIR ELEMENTARY,F,2013-2014,1
MOUNTAINAIR ,MOUNTAINAIR HIGH,B,2013-2014,4
MOUNTAINAIR ,MOUNTAINAIR JR HIGH,D,2013-2014,2
MOUNTAINAIR ,MOUNTAINAIR ELEMENTARY,B,2014-2015,4
MOUNTAINAIR ,MOUNTAINAIR HIGH,C,2014-2015,3
MOUNTAINAIR ,MOUNTAINAIR JR HIGH,D,2014-2015,2
MOUNTAINAIR ,MOUNTAINAIR ELEMENTARY,B,2015-2016,4
MOUNTAINAIR ,MOUNTAINAIR HIGH,C,2015-2016,3
MOUNTAINAIR ,MOUNTAINAIR JR HIGH,D,2015-2016,2
NEW AMERICA SCHOOL,NEW AMERICA SCHOOL,C,2012-2013,3
NEW AMERICA SCHOOL,NEW AMERICA SCHOOL,D,2013-2014,2
NEW AMERICA SCHOOL,NEW AMERICA SCHOOL,F,2014-2015,1
NEW AMERICA SCHOOL,NEW AMERICA SCHOOL,D,2015-2016,2
NEW AMERICA SCHOOL,NEW AMERICA SCHOOL,D,2016-2017,2
NEW AMERICA SCHOOL,NEW AMERICA SCHOOL,D,2017-2018,2
NEW AMERICA SCHOOL - LAS CRUCES,NEW AMERICA SCHOOL - LAS CRUCES,C,2012-2013,3
NEW AMERICA SCHOOL - LAS CRUCES,NEW AMERICA SCHOOL - LAS CRUCES,C,2013-2014,3
NEW AMERICA SCHOOL - LAS CRUCES,NEW AMERICA SCHOOL - LAS CRUCES,C,2014-2015,3
NEW AMERICA SCHOOL - LAS CRUCES,NEW AMERICA SCHOOL - LAS CRUCES,C,2015-2016,3
NEW AMERICA SCHOOL - LAS CRUCES,NEW AMERICA SCHOOL - LAS CRUCES,D,2016-2017,2
NEW AMERICA SCHOOL - LAS CRUCES,NEW AMERICA SCHOOL - LAS CRUCES,C,2017-2018,3
NEW MEXICO CONNECTIONS ACADEMY,NEW MEXICO CONNECTIONS ACADEMY,D,2013-2014,2
NEW MEXICO CONNECTIONS ACADEMY,NEW MEXICO CONNECTIONS ACADEMY,C,2014-2015,3
NEW MEXICO CONNECTIONS ACADEMY,NEW MEXICO CONNECTIONS ACADEMY,F,2015-2016,1
NEW MEXICO CONNECTIONS ACADEMY,NEW MEXICO CONNECTIONS ACADEMY,F,2016-2017,1
NEW MEXICO CONNECTIONS ACADEMY,NEW MEXICO CONNECTIONS ACADEMY,F,2017-2018,1
NEW MEXICO INTERNATIONAL SCHOOL,NEW MEXICO INTERNATIONAL SCHOOL,B,2012-2013,4
NEW MEXICO INTERNATIONAL SCHOOL,NEW MEXICO INTERNATIONAL SCHOOL,C,2013-2014,3
NEW MEXICO INTERNATIONAL SCHOOL,NEW MEXICO INTERNATIONAL SCHOOL,A,2014-2015,5
NEW MEXICO INTERNATIONAL SCHOOL,NEW MEXICO INTERNATIONAL SCHOOL,C,2015-2016,3
NM SCHOOL FOR ARTS,NM SCHOOL FOR THE ARTS,A,2012-2013,5
NM SCHOOL FOR ARTS,NM SCHOOL FOR THE ARTS,A,2013-2014,5
NM SCHOOL FOR ARTS,NM SCHOOL FOR THE ARTS,A,2014-2015,5
NM SCHOOL FOR ARTS,NM SCHOOL FOR THE ARTS,A,2015-2016,5
NM SCHOOL FOR ARTS,NM SCHOOL FOR THE ARTS,A,2016-2017,5
NM SCHOOL FOR ARTS,NM SCHOOL FOR THE ARTS,A,2017-2018,5
NORTH VALLEY CHARTER,NORTH VALLEY ACADEMY,B,2012-2013,4
NORTH VALLEY CHARTER,NORTH VALLEY ACADEMY,D,2013-2014,2
NORTH VALLEY CHARTER,NORTH VALLEY ACADEMY,D,2014-2015,2
NORTH VALLEY CHARTER,NORTH VALLEY ACADEMY,C,2015-2016,3
NORTH VALLEY CHARTER,NORTH VALLEY ACADEMY,C,2016-2017,3
NORTH VALLEY CHARTER,NORTH VALLEY ACADEMY,C,2017-2018,3
PECOS,PECOS ELEMENTARY,D,2016-2017,2
PECOS,PECOS HIGH,D,2016-2017,2
PECOS,PECOS MIDDLE,D,2016-2017,2
PECOS,PECOS ELEMENTARY,D,2017-2018,2
PECOS,PECOS HIGH,D,2017-2018,2
PECOS,PECOS MIDDLE,C,2017-2018,3
PECOS ,PECOS ELEMENTARY,C,2012-2013,3
PECOS ,PECOS HIGH,B,2012-2013,4
PECOS ,PECOS MIDDLE,C,2012-2013,3
PECOS ,PECOS ELEMENTARY,C,2013-2014,3
PECOS ,PECOS HIGH,C,2013-2014,3
PECOS ,PECOS MIDDLE,C,2013-2014,3
PECOS ,PECOS ELEMENTARY,F,2014-2015,1
PECOS ,PECOS HIGH,C,2014-2015,3
PECOS ,PECOS MIDDLE,D,2014-2015,2
PECOS ,PECOS ELEMENTARY,C,2015-2016,3
PECOS ,PECOS HIGH,C,2015-2016,3
PECOS ,PECOS MIDDLE,C,2015-2016,3
PENASCO,PENASCO ELEMENTARY,D,2016-2017,2
PENASCO,PENASCO HIGH,D,2016-2017,2
PENASCO,PENASCO MIDDLE,B,2016-2017,4
PENASCO,PENASCO ELEMENTARY,D,2017-2018,2
PENASCO,PENASCO HIGH,B,2017-2018,4
PENASCO,PENASCO MIDDLE,A,2017-2018,5
PENASCO ,PENASCO ELEMENTARY,D,2012-2013,2
PENASCO ,PENASCO HIGH,B,2012-2013,4
PENASCO ,PENASCO MIDDLE,D,2012-2013,2
PENASCO ,PENASCO ELEMENTARY,C,2013-2014,3
PENASCO ,PENASCO HIGH,C,2013-2014,3
PENASCO ,PENASCO MIDDLE,F,2013-2014,1
PENASCO ,PENASCO ELEMENTARY,C,2014-2015,3
PENASCO ,PENASCO HIGH,C,2014-2015,3
PENASCO ,PENASCO MIDDLE,D,2014-2015,2
PENASCO ,PENASCO ELEMENTARY,F,2015-2016,1
PENASCO ,PENASCO HIGH,C,2015-2016,3
PENASCO ,PENASCO MIDDLE,B,2015-2016,4
POJOAQUE,PABLO ROYBAL ELEMENTARY,D,2016-2017,2
POJOAQUE,POJOAQUE HIGH,C,2016-2017,3
POJOAQUE,POJOAQUE INTERMEDIATE,F,2016-2017,1
POJOAQUE,POJOAQUE MIDDLE,F,2016-2017,1
POJOAQUE,SIXTH GRADE ACADEMY,D,2016-2017,2
POJOAQUE,PABLO ROYBAL ELEMENTARY,B,2017-2018,4
POJOAQUE,POJOAQUE HIGH,D,2017-2018,2
POJOAQUE,POJOAQUE INTERMEDIATE,F,2017-2018,1
POJOAQUE,POJOAQUE MIDDLE,D,2017-2018,2
POJOAQUE,SIXTH GRADE ACADEMY,D,2017-2018,2
POJOAQUE VALLEY ,PABLO ROYBAL ELEMENTARY,B,2012-2013,4
POJOAQUE VALLEY ,POJOAQUE HIGH,B,2012-2013,4
POJOAQUE VALLEY ,POJOAQUE INTERMEDIATE,F,2012-2013,1
POJOAQUE VALLEY ,POJOAQUE MIDDLE,D,2012-2013,2
POJOAQUE VALLEY ,SIXTH GRADE ACADEMY,C,2012-2013,3
POJOAQUE VALLEY ,PABLO ROYBAL ELEMENTARY,B,2013-2014,4
POJOAQUE VALLEY ,POJOAQUE HIGH,B,2013-2014,4
POJOAQUE VALLEY ,POJOAQUE INTERMEDIATE,C,2013-2014,3
POJOAQUE VALLEY ,POJOAQUE MIDDLE,D,2013-2014,2
POJOAQUE VALLEY ,SIXTH GRADE ACADEMY,F,2013-2014,1
POJOAQUE VALLEY ,PABLO ROYBAL ELEMENTARY,D,2014-2015,2
POJOAQUE VALLEY ,POJOAQUE HIGH,C,2014-2015,3
POJOAQUE VALLEY ,POJOAQUE INTERMEDIATE,D,2014-2015,2
POJOAQUE VALLEY ,POJOAQUE MIDDLE,D,2014-2015,2
POJOAQUE VALLEY ,SIXTH GRADE ACADEMY,F,2014-2015,1
POJOAQUE VALLEY ,PABLO ROYBAL ELEMENTARY,B,2015-2016,4
POJOAQUE VALLEY ,POJOAQUE HIGH,D,2015-2016,2
POJOAQUE VALLEY ,POJOAQUE INTERMEDIATE,C,2015-2016,3
POJOAQUE VALLEY ,POJOAQUE MIDDLE,D,2015-2016,2
POJOAQUE VALLEY ,SIXTH GRADE ACADEMY,F,2015-2016,1
PORTALES,BROWN EARLY CHILDHOOD CENTER,B,2016-2017,4
PORTALES,JAMES ELEMENTARY,A,2016-2017,5
PORTALES,LINDSEY-STEINER ELEMENTARY,C,2016-2017,3
PORTALES,PORTALES HIGH,C,2016-2017,3
PORTALES,PORTALES JR HIGH,B,2016-2017,4
PORTALES,VALENCIA ELEMENTARY,B,2016-2017,4
PORTALES,BROWN EARLY CHILDHOOD CENTER,B,2017-2018,4
PORTALES,JAMES ELEMENTARY,A,2017-2018,5
PORTALES,LINDSEY-STEINER ELEMENTARY,D,2017-2018,2
PORTALES,PORTALES HIGH,D,2017-2018,2
PORTALES,PORTALES JR HIGH,C,2017-2018,3
PORTALES,VALENCIA ELEMENTARY,C,2017-2018,3
PORTALES ,BROWN EARLY CHILDHOOD CENTER,C,2012-2013,3
PORTALES ,JAMES ELEMENTARY,C,2012-2013,3
PORTALES ,LINDSEY-STEINER ELEMENTARY,D,2012-2013,2
PORTALES ,PORTALES HIGH,B,2012-2013,4
PORTALES ,PORTALES JR HIGH,D,2012-2013,2
PORTALES ,VALENCIA ELEMENTARY,C,2012-2013,3
PORTALES ,BROWN EARLY CHILDHOOD CENTER,C,2013-2014,3
PORTALES ,JAMES ELEMENTARY,B,2013-2014,4
PORTALES ,LINDSEY-STEINER ELEMENTARY,D,2013-2014,2
PORTALES ,PORTALES HIGH,B,2013-2014,4
PORTALES ,PORTALES JR HIGH,D,2013-2014,2
PORTALES ,VALENCIA ELEMENTARY,B,2013-2014,4
PORTALES ,BROWN EARLY CHILDHOOD CENTER,A,2014-2015,5
PORTALES ,JAMES ELEMENTARY,A,2014-2015,5
PORTALES ,LINDSEY-STEINER ELEMENTARY,D,2014-2015,2
PORTALES ,PORTALES HIGH,D,2014-2015,2
PORTALES ,PORTALES JR HIGH,D,2014-2015,2
PORTALES ,VALENCIA ELEMENTARY,B,2014-2015,4
PORTALES ,BROWN EARLY CHILDHOOD CENTER,A,2015-2016,5
PORTALES ,JAMES ELEMENTARY,B,2015-2016,4
PORTALES ,LINDSEY-STEINER ELEMENTARY,B,2015-2016,4
PORTALES ,PORTALES HIGH,C,2015-2016,3
PORTALES ,PORTALES JR HIGH,D,2015-2016,2
PORTALES ,VALENCIA ELEMENTARY,B,2015-2016,4
QUEMADO,DATIL ELEMENTARY,B,2016-2017,4
QUEMADO,QUEMADO ELEMENTARY,D,2016-2017,2
QUEMADO,QUEMADO HIGH,A,2016-2017,5
QUEMADO,DATIL ELEMENTARY,B,2017-2018,4
QUEMADO,QUEMADO ELEMENTARY,D,2017-2018,2
QUEMADO,QUEMADO HIGH,C,2017-2018,3
QUEMADO ,DATIL ELEMENTARY,D,2012-2013,2
QUEMADO ,QUEMADO ELEMENTARY,D,2012-2013,2
QUEMADO ,QUEMADO HIGH,B,2012-2013,4
QUEMADO ,DATIL ELEMENTARY,C,2013-2014,3
QUEMADO ,QUEMADO ELEMENTARY,C,2013-2014,3
QUEMADO ,QUEMADO HIGH,B,2013-2014,4
QUEMADO ,DATIL ELEMENTARY,C,2014-2015,3
QUEMADO ,QUEMADO ELEMENTARY,D,2014-2015,2
QUEMADO ,QUEMADO HIGH,B,2014-2015,4
QUEMADO ,DATIL ELEMENTARY,B,2015-2016,4
QUEMADO ,QUEMADO ELEMENTARY,D,2015-2016,2
QUEMADO ,QUEMADO HIGH,A,2015-2016,5
QUESTA,ALTA VISTA ELEMENTARY,F,2016-2017,1
QUESTA,ALTA VISTA INTERMEDIATE,F,2016-2017,1
QUESTA,QUESTA HIGH,B,2016-2017,4
QUESTA,QUESTA JR HIGH,F,2016-2017,1
QUESTA,RIO COSTILLA SW LEARNING ACADEMY,B,2016-2017,4
QUESTA,ALTA VISTA ELEMENTARY,F,2017-2018,1
QUESTA,ALTA VISTA INTERMEDIATE,F,2017-2018,1
QUESTA,QUESTA HIGH,B,2017-2018,4
QUESTA,QUESTA JR HIGH,F,2017-2018,1
QUESTA,RIO COSTILLA SW LEARNING ACADEMY,B,2017-2018,4
QUESTA ,ALTA VISTA ELEMENTARY,D,2012-2013,2
QUESTA ,ALTA VISTA INTERMEDIATE,D,2012-2013,2
QUESTA ,QUESTA HIGH,B,2012-2013,4
QUESTA ,QUESTA JR HIGH,C,2012-2013,3
QUESTA ,RIO COSTILLA ELEMENTARY,F,2012-2013,1
QUESTA ,ROOTS & WINGS COMMUNITY,B,2012-2013,4
QUESTA ,ALTA VISTA ELEMENTARY,F,2013-2014,1
QUESTA ,ALTA VISTA INTERMEDIATE,C,2013-2014,3
QUESTA ,QUESTA HIGH,B,2013-2014,4
QUESTA ,QUESTA JR HIGH,F,2013-2014,1
QUESTA ,RIO COSTILLA SW LEARNING ACADEMY,D,2013-2014,2
QUESTA ,ROOTS & WINGS COMMUNITY,B,2013-2014,4
QUESTA ,ALTA VISTA ELEMENTARY,C,2014-2015,3
QUESTA ,ALTA VISTA INTERMEDIATE,D,2014-2015,2
QUESTA ,QUESTA HIGH,C,2014-2015,3
QUESTA ,QUESTA JR HIGH,F,2014-2015,1
QUESTA ,RIO COSTILLA SW LEARNING ACADEMY,A,2014-2015,5
QUESTA ,ROOTS & WINGS COMMUNITY,B,2014-2015,4
QUESTA ,ALTA VISTA ELEMENTARY,D,2015-2016,2
QUESTA ,ALTA VISTA INTERMEDIATE,C,2015-2016,3
QUESTA ,QUESTA HIGH,C,2015-2016,3
QUESTA ,QUESTA JR HIGH,F,2015-2016,1
QUESTA ,RIO COSTILLA SOUTHWEST LEARNING ACADEMY,B,2015-2016,4
QUESTA ,ROOTS & WINGS COMMUNITY,D,2015-2016,2
RALPH J BUNCHE ACADEMY,RALPH J BUNCHE ACADEMY,F,2012-2013,1
RALPH J BUNCHE ACADEMY,RALPH J BUNCHE ACADEMY,F,2013-2014,1
RATON,LONGFELLOW ELEMENTARY,A,2016-2017,5
RATON,RATON HIGH,C,2016-2017,3
RATON,RATON INTERMEDIATE,D,2016-2017,2
RATON,LONGFELLOW ELEMENTARY,B,2017-2018,4
RATON,RATON HIGH,C,2017-2018,3
RATON,RATON INTERMEDIATE,F,2017-2018,1
RATON ,COLUMBIAN ELEMENTARY,B,2012-2013,4
RATON ,KEARNEY ELEMENTARY,F,2012-2013,1
RATON ,LONGFELLOW ELEMENTARY,B,2012-2013,4
RATON ,RATON HIGH,B,2012-2013,4
RATON ,RATON MIDDLE,B,2012-2013,4
RATON ,COLUMBIAN ELEMENTARY,C,2013-2014,3
RATON ,KEARNEY ELEMENTARY,F,2013-2014,1
RATON ,LONGFELLOW ELEMENTARY,C,2013-2014,3
RATON ,RATON HIGH,B,2013-2014,4
RATON ,RATON MIDDLE,D,2013-2014,2
RATON ,COLUMBIAN ELEMENTARY,D,2014-2015,2
RATON ,KEARNEY ELEMENTARY,D,2014-2015,2
RATON ,LONGFELLOW ELEMENTARY,B,2014-2015,4
RATON ,RATON HIGH,C,2014-2015,3
RATON ,RATON MIDDLE,D,2014-2015,2
RATON ,LONGFELLOW ELEMENTARY,B,2015-2016,4
RATON ,RATON HIGH,C,2015-2016,3
RATON ,RATON INTERMEDIATE,F,2015-2016,1
RED RIVER VALLEY CHARTER SCHOOL,RED RIVER VALLEY CHARTER SCHOOL,C,2012-2013,3
RED RIVER VALLEY CHARTER SCHOOL,RED RIVER VALLEY CHARTER SCHOOL,C,2013-2014,3
RED RIVER VALLEY CHARTER SCHOOL,RED RIVER VALLEY CHARTER SCHOOL,B,2014-2015,4
RED RIVER VALLEY CHARTER SCHOOL,RED RIVER VALLEY CHARTER SCHOOL,F,2015-2016,1
RED RIVER VALLEY CHARTER SCHOOL,RED RIVER VALLEY CHARTER SCHOOL,B,2016-2017,4
RED RIVER VALLEY CHARTER SCHOOL,RED RIVER VALLEY CHARTER SCHOOL,D,2017-2018,2
RESERVE,GLENWOOD ELEMENTARY,C,2016-2017,3
RESERVE,RESERVE ELEMENTARY,C,2016-2017,3
RESERVE,RESERVE HIGH,A,2016-2017,5
RESERVE,RESERVE ELEMENTARY,D,2017-2018,2
RESERVE,RESERVE HIGH,B,2017-2018,4
RESERVE ,GLENWOOD ELEMENTARY,NA,2012-2013,NA
RESERVE ,RESERVE ELEMENTARY,D,2012-2013,2
RESERVE ,RESERVE HIGH,A,2012-2013,5
RESERVE ,GLENWOOD ELEMENTARY,B,2013-2014,4
RESERVE ,RESERVE ELEMENTARY,F,2013-2014,1
RESERVE ,RESERVE HIGH,A,2013-2014,5
RESERVE ,GLENWOOD ELEMENTARY,B,2014-2015,4
RESERVE ,RESERVE ELEMENTARY,A,2014-2015,5
RESERVE ,RESERVE HIGH,B,2014-2015,4
RESERVE ,GLENWOOD ELEMENTARY,B,2015-2016,4
RESERVE ,RESERVE ELEMENTARY,B,2015-2016,4
RESERVE ,RESERVE HIGH,B,2015-2016,4
RIO RANCHO,CIELO AZUL ELEMENTARY,B,2016-2017,4
RIO RANCHO,COLINAS DEL NORTE ELEMENTARY,C,2016-2017,3
RIO RANCHO,EAGLE RIDGE MIDDLE,B,2016-2017,4
RIO RANCHO,ENCHANTED HILLS ELEMENTARY,B,2016-2017,4
RIO RANCHO,ERNEST STAPLETON ELEMENTARY,B,2016-2017,4
RIO RANCHO,INDEPENDENCE HIGH SCHOOL,C,2016-2017,3
RIO RANCHO,LINCOLN MIDDLE,B,2016-2017,4
RIO RANCHO,MAGGIE CORDOVA ELEMENTARY SCHOOL,C,2016-2017,3
RIO RANCHO,MARTIN KING JR ELEMENTARY,A,2016-2017,5
RIO RANCHO,MOUNTAIN VIEW MIDDLE,A,2016-2017,5
RIO RANCHO,PUESTA DEL SOL ELEMENTARY,C,2016-2017,3
RIO RANCHO,RIO RANCHO CYBER ACADEMY,A,2016-2017,5
RIO RANCHO,RIO RANCHO ELEMENTARY,D,2016-2017,2
RIO RANCHO,RIO RANCHO HIGH,B,2016-2017,4
RIO RANCHO,RIO RANCHO MIDDLE SCHOOL,A,2016-2017,5
RIO RANCHO,SANDIA VISTA ELEMENTARY,B,2016-2017,4
RIO RANCHO,V.SUE CLEVELAND HIGH,A,2016-2017,5
RIO RANCHO,VISTA GRANDE ELEMENTARY,B,2016-2017,4
RIO RANCHO,CIELO AZUL ELEMENTARY,C,2017-2018,3
RIO RANCHO,COLINAS DEL NORTE ELEMENTARY,B,2017-2018,4
RIO RANCHO,EAGLE RIDGE MIDDLE,B,2017-2018,4
RIO RANCHO,ENCHANTED HILLS ELEMENTARY,A,2017-2018,5
RIO RANCHO,ERNEST STAPLETON ELEMENTARY,C,2017-2018,3
RIO RANCHO,INDEPENDENCE HIGH SCHOOL,D,2017-2018,2
RIO RANCHO,LINCOLN MIDDLE,B,2017-2018,4
RIO RANCHO,MAGGIE CORDOVA ELEMENTARY SCHOOL,D,2017-2018,2
RIO RANCHO,MARTIN KING JR ELEMENTARY,A,2017-2018,5
RIO RANCHO,MOUNTAIN VIEW MIDDLE,A,2017-2018,5
RIO RANCHO,PUESTA DEL SOL ELEMENTARY,C,2017-2018,3
RIO RANCHO,RIO RANCHO CYBER ACADEMY,A,2017-2018,5
RIO RANCHO,RIO RANCHO ELEMENTARY,C,2017-2018,3
RIO RANCHO,RIO RANCHO HIGH,B,2017-2018,4
RIO RANCHO,RIO RANCHO MIDDLE SCHOOL,A,2017-2018,5
RIO RANCHO,SANDIA VISTA ELEMENTARY,A,2017-2018,5
RIO RANCHO,V.SUE CLEVELAND HIGH,B,2017-2018,4
RIO RANCHO,VISTA GRANDE ELEMENTARY,B,2017-2018,4
RIO RANCHO ,CIELO AZUL ELEMENTARY,C,2012-2013,3
RIO RANCHO ,COLINAS DEL NORTE ELEMENTARY,C,2012-2013,3
RIO RANCHO ,EAGLE RIDGE MIDDLE,C,2012-2013,3
RIO RANCHO ,ENCHANTED HILLS ELEMENTARY,C,2012-2013,3
RIO RANCHO ,ERNEST STAPLETON ELEMENTARY,C,2012-2013,3
RIO RANCHO ,INDEPENDENCE HIGH SCHOOL,B,2012-2013,4
RIO RANCHO ,LINCOLN MIDDLE,B,2012-2013,4
RIO RANCHO ,MAGGIE CORDOVA ELEMENTARY SCHOOL,D,2012-2013,2
RIO RANCHO ,MARTIN KING JR ELEMENTARY,C,2012-2013,3
RIO RANCHO ,MOUNTAIN VIEW MIDDLE,B,2012-2013,4
RIO RANCHO ,PUESTA DEL SOL ELEMENTARY,B,2012-2013,4
RIO RANCHO ,RIO RANCHO CYBER ACADEMY,A,2012-2013,5
RIO RANCHO ,RIO RANCHO ELEMENTARY,C,2012-2013,3
RIO RANCHO ,RIO RANCHO HIGH,A,2012-2013,5
RIO RANCHO ,RIO RANCHO MIDDLE SCHOOL,B,2012-2013,4
RIO RANCHO ,SANDIA VISTA ELEMENTARY,C,2012-2013,3
RIO RANCHO ,SHINING STARS PRESCHOOL,NA,2012-2013,NA
RIO RANCHO ,V SUE CLEVELAND HIGH,A,2012-2013,5
RIO RANCHO ,VISTA GRANDE ELEMENTARY,B,2012-2013,4
RIO RANCHO ,CIELO AZUL ELEMENTARY,C,2013-2014,3
RIO RANCHO ,COLINAS DEL NORTE ELEMENTARY,D,2013-2014,2
RIO RANCHO ,EAGLE RIDGE MIDDLE,D,2013-2014,2
RIO RANCHO ,ENCHANTED HILLS ELEMENTARY,B,2013-2014,4
RIO RANCHO ,ERNEST STAPLETON ELEMENTARY,B,2013-2014,4
RIO RANCHO ,INDEPENDENCE HIGH SCHOOL,B,2013-2014,4
RIO RANCHO ,LINCOLN MIDDLE,B,2013-2014,4
RIO RANCHO ,MAGGIE CORDOVA ELEMENTARY SCHOOL,C,2013-2014,3
RIO RANCHO ,MARTIN KING JR ELEMENTARY,C,2013-2014,3
RIO RANCHO ,MOUNTAIN VIEW MIDDLE,B,2013-2014,4
RIO RANCHO ,PUESTA DEL SOL ELEMENTARY,B,2013-2014,4
